# Cooling: kT = 1
    0   -610.000000
    1   -626.000000
    2   -632.000000
    3   -632.000000
    4   -638.000000
    5   -644.000000
    6   -644.000000
    7   -658.000000
    8   -652.000000
    9   -662.000000
   10   -668.000000
   11   -674.000000
   12   -672.000000
   13   -678.000000
   14   -678.000000
   15   -680.000000
   16   -678.000000
   17   -676.000000
   18   -674.000000
   19   -676.000000
   20   -676.000000
   21   -670.000000
   22   -662.000000
   23   -670.000000
   24   -662.000000
   25   -670.000000
   26   -676.000000
   27   -676.000000
   28   -674.000000
   29   -686.000000
   30   -680.000000
   31   -686.000000
   32   -692.000000
   33   -692.000000
   34   -694.000000
   35   -678.000000
   36   -680.000000
   37   -684.000000
   38   -686.000000
   39   -682.000000
   40   -682.000000
   41   -674.000000
   42   -682.000000
   43   -694.000000
   44   -692.000000
   45   -688.000000
   46   -686.000000
   47   -702.000000
   48   -700.000000
   49   -696.000000
   50   -694.000000
   51   -690.000000
   52   -694.000000
   53   -696.000000
   54   -698.000000
   55   -700.000000
   56   -700.000000
   57   -706.000000
   58   -708.000000
   59   -716.000000
   60   -714.000000
   61   -710.000000
   62   -716.000000
   63   -714.000000
   64   -714.000000
   65   -708.000000
   66   -710.000000
   67   -696.000000
   68   -706.000000
   69   -716.000000
   70   -712.000000
   71   -716.000000
   72   -704.000000
   73   -714.000000
   74   -714.000000
   75   -718.000000
   76   -704.000000
   77   -708.000000
   78   -710.000000
   79   -716.000000
   80   -716.000000
   81   -708.000000
   82   -712.000000
   83   -710.000000
   84   -716.000000
   85   -710.000000
   86   -708.000000
   87   -716.000000
   88   -712.000000
   89   -720.000000
   90   -720.000000
   91   -706.000000
   92   -710.000000
   93   -706.000000
   94   -708.000000
   95   -716.000000
   96   -708.000000
   97   -714.000000
   98   -710.000000
   99   -716.000000
  100   -714.000000
  110   -714.000000
  120   -718.000000
  130   -692.000000
  140   -710.000000
  150   -710.000000
  160   -714.000000
  170   -706.000000
  180   -716.000000
  190   -700.000000
  200   -712.000000
  210   -706.000000
  220   -716.000000
  230   -708.000000
  240   -712.000000
  250   -688.000000
  260   -718.000000
  270   -696.000000
  280   -712.000000
  290   -720.000000
  300   -712.000000
  310   -716.000000
  320   -708.000000
  330   -714.000000
  340   -716.000000
  350   -716.000000
  360   -708.000000
  370   -714.000000
  380   -720.000000
  390   -716.000000
  400   -714.000000
  410   -714.000000
  420   -696.000000
  430   -708.000000
  440   -716.000000
  450   -716.000000
  460   -716.000000
  470   -706.000000
  480   -712.000000
  490   -714.000000
  500   -706.000000
  510   -716.000000
  520   -714.000000
  530   -704.000000
  540   -718.000000
  550   -710.000000
  560   -718.000000
  570   -716.000000
  580   -708.000000
  590   -716.000000
  600   -712.000000
  610   -710.000000
  620   -712.000000
  630   -716.000000
  640   -718.000000
  650   -712.000000
  660   -708.000000
  670   -702.000000
  680   -716.000000
  690   -706.000000
  700   -716.000000
  710   -708.000000
  720   -716.000000
  730   -718.000000
  740   -708.000000
  750   -696.000000
  760   -712.000000
  770   -714.000000
  780   -710.000000
  790   -710.000000
  800   -708.000000
  810   -710.000000
  820   -712.000000
  830   -714.000000
  840   -718.000000
  850   -714.000000
  860   -702.000000
  870   -702.000000
  880   -714.000000
  890   -714.000000
  900   -710.000000
  910   -716.000000
  920   -710.000000
  930   -710.000000
  940   -712.000000
  950   -706.000000
  960   -722.000000
  970   -714.000000
  980   -706.000000
  990   -718.000000
