# m=10, k=39.478, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
0.2200  2.130606005672889e-01  9.059747962952722e-01  4.103951657611300e+00  8.960483423886983e-01
0.2300  2.220776977923992e-01  8.973853188425996e-01  4.026502052371171e+00  9.734979476288260e-01
0.2400  2.310071260681942e-01  8.884415832684864e-01  3.946642234403074e+00  1.053357765596923e+00
0.2500  2.398453603509497e-01  8.791471202647063e-01  3.864498295348630e+00  1.135501704651369e+00
0.2600  2.485889115973215e-01  8.695055989786525e-01  3.780199933276126e+00  1.219800066723872e+00
0.2700  2.572343281417047e-01  8.595208255648797e-01  3.693880247898662e+00  1.306119752101336e+00
0.2800  2.657781970588378e-01  8.491967416825599e-01  3.605675530421382e+00  1.394324469578617e+00
0.2900  2.742171455111126e-01  8.385374229394446e-01  3.515725048349625e+00  1.484274951650373e+00
0.3000  2.825478420800593e-01  8.275470772829500e-01  3.424170825597764e+00  1.575829174402233e+00
0.3100  2.907669980814810e-01  8.162300433389980e-01  3.331157418245913e+00  1.668842581754084e+00
0.3200  2.988713688637170e-01  8.045907886992696e-01  3.236831686298563e+00  1.763168313701431e+00
0.3300  3.068577550885249e-01  7.926339081575479e-01  3.141342561805540e+00  1.858657438194453e+00
0.3400  3.147230039940736e-01  7.803641218958437e-01  3.044840813711356e+00  1.955159186288636e+00
0.3500  3.224640106395495e-01  7.677862736210244e-01  2.947478809804293e+00  2.052521190195699e+00
0.3600  3.300777191308849e-01  7.549053286526780e-01  2.849410276141039e+00  2.150589723858951e+00
0.3700  3.375611238271242e-01  7.417263719629686e-01  2.750790054326741e+00  2.249209945673249e+00
0.3800  3.449112705269516e-01  7.282546061692574e-01  2.651773857033701e+00  2.348226142966290e+00
0.3900  3.521252576349125e-01  7.144953494802807e-01  2.552518022144742e+00  2.447481977855248e+00
0.4000  3.592002373068674e-01  7.004540335966972e-01  2.453179265909415e+00  2.546820734090575e+00
0.4100  3.661334165742275e-01  6.861362015668302e-01  2.353914435502789e+00  2.646085564497201e+00
0.4200  3.729220584465257e-01  6.715475055984568e-01  2.254880261377547e+00  2.745119738622444e+00
0.4300  3.795634829918907e-01  6.566937048275016e-01  2.156233109800349e+00  2.843766890199642e+00
0.4400  3.860550683949956e-01  6.415806630445201e-01  2.058128735963230e+00  2.941871264036761e+00
0.4500  3.923942519920640e-01  6.262143463798677e-01  1.960722038059825e+00  3.039277961940164e+00
0.4600  3.985785312825250e-01  6.106008209484688e-01  1.864166812714720e+00  3.135833187285269e+00
0.4700  4.046054649169184e-01  5.947462504551131e-01  1.768615512152081e+00  3.231384487847908e+00
0.4800  4.104726736606584e-01  5.786568937612300e-01  1.674219003486977e+00  3.325780996513011e+00
0.4900  4.161778413332770e-01  5.623391024140957e-01  1.581126330519454e+00  3.418873669480534e+00
0.5000  4.217187157227761e-01  5.457993181394519e-01  1.489484478407453e+00  3.510515521592537e+00
0.5100  4.270931094747258e-01  5.290440702985252e-01  1.399438141590154e+00  3.600561858409836e+00
0.5200  4.322989009557603e-01  5.120799733104506e-01  1.311129495328159e+00  3.688870504671832e+00
0.5300  4.373340350911285e-01  4.949137240411169e-01  1.224697971221234e+00  3.775302028778757e+00
0.5400  4.421965241759701e-01  4.775520991594653e-01  1.140280037058059e+00  3.859719962941932e+00
0.5500  4.468844486599953e-01  4.600019524622834e-01  1.058008981345564e+00  3.941991018654428e+00
0.5600  4.513959579052604e-01  4.422702121685531e-01  9.780147028580846e-01  4.021985297141906e+00
0.5700  4.557292709167386e-01  4.243638781844177e-01  9.004235055385964e-01  4.099576494461393e+00
0.5800  4.598826770453978e-01  4.062900193398502e-01  8.253578990758791e-01  4.174642100924111e+00
0.5900  4.638545366635085e-01  3.880557705981122e-01  7.529364054724734e-01  4.247063594527518e+00
0.6000  4.676432818119151e-01  3.696683302391060e-01  6.832733719088436e-01  4.316726628091148e+00
0.6100  4.712474168190138e-01  3.511349570177307e-01  6.164787901992178e-01  4.383521209800774e+00
0.6200  4.746655188911950e-01  3.324629672983657e-01  5.526581231241707e-01  4.447341876875819e+00
0.6300  4.778962386745151e-01  3.136597321666113e-01  4.919121379141517e-01  4.508087862085838e+00
0.6400  4.809383007873769e-01  2.947326745194270e-01  4.343367471468725e-01  4.565663252853119e+00
0.6500  4.837905043240078e-01  2.756892661348168e-01  3.800228573097693e-01  4.619977142690222e+00
0.6600  4.864517233285386e-01  2.565370247222180e-01  3.290562252666393e-01  4.670943774733352e+00
0.6700  4.889209072394929e-01  2.372835109547566e-01  2.815173228550806e-01  4.718482677144911e+00
0.6800  4.911970813045150e-01  2.179363254845444e-01  2.374812098285264e-01  4.762518790171465e+00
0.6900  4.932793469651690e-01  1.985031059421909e-01  1.970174153434833e-01  4.802982584656509e+00
