# 3D harmonic oscillator relative errors
#   N       Error
2 0.0000000000e+00
4 4.7719560290e-02
8 4.4100879013e-03
16 5.6870207825e-03
32 8.1698855608e-03
64 8.7880344076e-03
128 8.9424112527e-03
256 8.9809954411e-03
512 8.9906408647e-03
1024 8.9930521835e-03
