10 3.71671
20 4.86708
40 5.2775
80 8.33678
160 13.07
320 20.4434
640 26.0311
1280 40.2145
2560 54.9292
5120 82.0494
10240 105.162
20480 146.946
40960 211.202
81920 292.111
