# omega0=1, alpha=0.2
# theta0=-0.8, theta_dot0=0.1234
# t_start=0, t_end=250, h=0.00911928
#   t          theta(t)                 thetadot(t)       
1.029202168023939e+02 1.038039837423564e+00 1.550352302645855e+00
1.030114096225272e+02 1.173962063177961e+00 1.429595355986936e+00
1.031026024426605e+02 1.298619133900600e+00 1.303618563105454e+00
1.031937952627938e+02 1.411620188043451e+00 1.174236233155396e+00
1.032849880829271e+02 1.512724891036474e+00 1.042932345401610e+00
1.033761809030604e+02 1.601812954627947e+00 9.108574945616191e-01
1.034673737231937e+02 1.678854539758621e+00 7.788497616432255e-01
1.035585665433270e+02 1.743883311432837e+00 6.474706330451359e-01
1.036497593634603e+02 1.796973169944131e+00 5.170486526327823e-01
1.037409521835936e+02 1.838219105677704e+00 3.877254883857996e-01
1.038321450037269e+02 1.867722229883995e+00 2.595010354582164e-01
1.039233378238602e+02 1.885578802735307e+00 1.322758015938469e-01
1.040145306439935e+02 1.891872978713128e+00 5.890039218973854e-03
1.041057234641268e+02 1.886672980861447e+00 -1.198400890472126e-01
1.041969162842601e+02 1.870030465795790e+00 -2.450885461647435e-01
1.042881091043934e+02 1.841982921877789e+00 -3.699867008087738e-01
1.043793019245267e+02 1.802559029538171e+00 -4.945909487109416e-01
1.044704947446600e+02 1.751786984024019e+00 -6.188500520800650e-01
1.045616875647933e+02 1.689705816313386e+00 -7.425720809658378e-01
1.046528803849266e+02 1.616379726458489e+00 -8.653915838315615e-01
1.047440732050599e+02 1.531915343512189e+00 -9.867385930626362e-01
1.048352660251932e+02 1.436481627451781e+00 -1.105812244026518e+00
1.049264588453265e+02 1.330331817956018e+00 -1.221563038361494e+00
1.050176516654598e+02 1.213826414593255e+00 -1.332688889006607e+00
1.051088444855931e+02 1.087455671230252e+00 -1.437650695480971e+00
1.052000373057264e+02 9.518595695317917e-01 -1.534712862421439e+00
1.052912301258597e+02 8.078428098298706e-01 -1.622012439053376e+00
1.053824229459930e+02 6.563821648200990e-01 -1.697657146748093e+00
1.054736157661263e+02 4.986237330514101e-01 -1.759847612482417e+00
1.055648085862596e+02 3.358683165104958e-01 -1.807013380084361e+00
1.056560014063929e+02 1.695443444210848e-01 -1.837947089666004e+00
1.057471942265262e+02 1.169345751204209e-03 -1.851918288533248e+00
1.058383870466595e+02 -1.676973396492312e-01 -1.848749095777027e+00
1.059295798667928e+02 -3.355064949220633e-01 -1.828838883108029e+00
1.060207726869261e+02 -5.007706761666320e-01 -1.793133399708359e+00
1.061119655070594e+02 -6.621106670961263e-01 -1.743043295386415e+00
1.062031583271927e+02 -8.182926733951725e-01 -1.680325235247241e+00
1.062943511473260e+02 -9.682536483738827e-01 -1.606943683986459e+00
1.063855439674593e+02 -1.111113852627567e+00 -1.524932110688493e+00
1.064767367875926e+02 -1.246177345364311e+00 -1.436269325815407e+00
1.065679296077259e+02 -1.372922306501954e+00 -1.342781354885103e+00
1.066591224278592e+02 -1.490983768134014e+00 -1.246073384631119e+00
1.067503152479925e+02 -1.600131507161696e+00 -1.147491263245801e+00
1.068415080681258e+02 -1.700245631371203e+00 -1.048108547489901e+00
1.069327008882591e+02 -1.791291932069563e+00 -9.487333029762641e-01
1.070238937083924e+02 -1.873298522243733e+00 -8.499284984838915e-01
1.071150865285257e+02 -1.946334739134418e+00 -7.520404280468457e-01
1.072062793486590e+02 -2.010492830019374e+00 -6.552306857829239e-01
1.072974721687923e+02 -2.065872588064254e+00 -5.595084506567308e-01
1.073886649889256e+02 -2.112568862872251e+00 -4.647609849342499e-01
1.074798578090589e+02 -2.150661724181104e+00 -3.707811991924038e-01
1.075710506291922e+02 -2.180208987153319e+00 -2.772918583212064e-01
1.076622434493255e+02 -2.201240793702939e+00 -1.839665150511008e-01
1.077534362694588e+02 -2.213755968930966e+00 -9.044760014023386e-02
1.078446290895921e+02 -2.217719921593118e+00 3.637683833559188e-03
1.079358219097254e+02 -2.213063923088403e+00 9.866288543349176e-02
1.080270147298587e+02 -2.199685674423593e+00 1.949883868756690e-01
1.081182075499921e+02 -2.177451150878342e+00 2.929471480946872e-01
1.082094003701254e+02 -2.146197796686457e+00 3.928292043131437e-01
1.083005931902587e+02 -2.105739223941393e+00 4.948640367106144e-01
1.083917860103920e+02 -2.055871646852131e+00 5.992000219035791e-01
1.084829788305253e+02 -1.996382347586613e+00 7.058803459042489e-01
1.085741716506586e+02 -1.927060512524768e+00 8.148150916536224e-01
1.086653644707919e+02 -1.847710782019333e+00 9.257497365538881e-01
1.087565572909252e+02 -1.758169801278876e+00 1.038231089234966e+00
1.088477501110585e+02 -1.658325918325713e+00 1.151572796084196e+00
1.089389429311918e+02 -1.548141918856537e+00 1.264823949041885e+00
1.090301357513251e+02 -1.427680293869061e+00 1.376745919216041e+00
1.091213285714584e+02 -1.297129997085719e+00 1.485804066604793e+00
1.092125213915917e+02 -1.156832990618965e+00 1.590181985908002e+00
1.093037142117250e+02 -1.007308173360892e+00 1.687825819969107e+00
1.093949070318583e+02 -8.492696722989094e-01 1.776524227318990e+00
1.094860998519916e+02 -6.836361428834083e-01 1.854025343033197e+00
1.095772926721249e+02 -5.115278834551978e-01 1.918185583072915e+00
1.096684854922582e+02 -3.342493899200996e-01 1.967137344401541e+00
1.097596783123915e+02 -1.532565003794371e-01 1.999455427946275e+00
1.098508711325248e+02 2.989065673262082e-02 2.014297799441920e+00
1.099420639526581e+02 2.135854713719324e-01 2.011497226581679e+00
1.100332567727914e+02 3.962381059741539e-01 1.991587141018558e+00
1.101244495929247e+02 5.763378604503402e-01 1.955756496949261e+00
1.102156424130580e+02 7.525084309406583e-01 1.905741374383778e+00
1.103068352331913e+02 9.235510748754062e-01 1.843671906492711e+00
1.103980280533246e+02 1.088472700112164e+00 1.771898952762140e+00
1.104892208734579e+02 1.246498162204019e+00 1.692824842583875e+00
1.105804136935912e+02 1.397068073646627e+00 1.608757511827122e+00
1.106716065137245e+02 1.539824852929254e+00 1.521799712704583e+00
1.107627993338578e+02 1.674590441872087e+00 1.433777123722948e+00
1.108539921539911e+02 1.801339165442517e+00 1.346202891371675e+00
1.109451849741244e+02 1.920168784752010e+00 1.260272193155001e+00
1.110363777942577e+02 2.031272118760008e+00 1.176878772180593e+00
1.111275706143910e+02 2.134910870683621e+00 1.096645508428038e+00
1.112187634345243e+02 2.231392619433156e+00 1.019962262821842e+00
1.113099562546576e+02 2.321051391654708e+00 9.470258425488658e-01
1.114011490747909e+02 2.404231835268527e+00 8.778785594701857e-01
1.114923418949242e+02 2.481276759484436e+00 8.124432477402943e-01
1.115835347150575e+02 2.552517663114697e+00 7.505536791281201e-01
1.116747275351908e+02 2.618267812754734e+00 6.919800657961795e-01
1.117659203553241e+02 2.678817427758650e+00 6.364498186705321e-01
1.118571131754574e+02 2.734430557901562e+00 5.836639991168119e-01
1.119483059955907e+02 2.785343286033365e+00 5.333100242801961e-01
1.120394988157240e+02 2.831762940926132e+00 4.850712135512618e-01
1.121306916358573e+02 2.873868058051830e+00 4.386337339940754e-01
1.122218844559906e+02 2.911808874346174e+00 3.936914434308373e-01
1.123130772761239e+02 2.945708185302506e+00 3.499490590754114e-01
1.124042700962572e+02 2.975662428475458e+00 3.071240080720180e-01
1.124954629163905e+02 3.001742886899410e+00 2.649472501462049e-01
1.125866557365238e+02 3.023996929687411e+00 2.231633047946603e-01
1.126778485566571e+02 3.042449225994401e+00 1.815296670845509e-01
1.127690413767904e+02 3.057102883468253e+00 1.398157571690578e-01
1.128602341969237e+02 3.067940474106195e+00 9.780151848360022e-02
1.129514270170570e+02 3.074924919853079e+00 5.527575750878670e-02
1.130426198371903e+02 3.078000218022809e+00 1.203430323841569e-02
1.131338126573236e+02 3.077091993335624e+00 -3.212194350812958e-02
1.132250054774569e+02 3.072107869638948e+00 -7.738900239862197e-02
1.133161982975902e+02 3.062937660794507e+00 -1.239617743091990e-01
1.134073911177235e+02 3.049453387349908e+00 -1.720358860677292e-01
1.134985839378568e+02 3.031509134079462e+00 -2.218093167055217e-01
1.135897767579901e+02 3.008940773943284e+00 -2.734836768770406e-01
1.136809695781234e+02 2.981565597219793e+00 -3.272649786290606e-01
1.137721623982567e+02 2.949181901351334e+00 -3.833636885230233e-01
1.138633552183900e+02 2.911568618334631e+00 -4.419938023127492e-01
1.139545480385233e+02 2.868485083280793e+00 -5.033706135331253e-01
1.140457408586566e+02 2.819671081050491e+00 -5.677067721725472e-01
1.141369336787899e+02 2.764847348473376e+00 -6.352061459016629e-01
1.142281264989232e+02 2.703716758015234e+00 -7.060549115036757e-01
1.143193193190565e+02 2.635966464468534e+00 -7.804092302159389e-01
1.144105121391898e+02 2.561271357466134e+00 -8.583788179909272e-01
1.145017049593231e+02 2.479299225153650e+00 -9.400057420573114e-01
1.145928977794564e+02 2.389718090455331e+00 -1.025237905029502e+00
1.146840905995897e+02 2.292206218311029e+00 -1.113896979855059e+00
1.147752834197230e+02 2.186465290930520e+00 -1.205641109862871e+00
1.148664762398563e+02 2.072237182082636e+00 -1.299923568988792e+00
1.149576690599896e+02 1.949324597526159e+00 -1.395949850092937e+00
1.150488618801229e+02 1.817615550373788e+00 -1.492637316693575e+00
1.151400547002562e+02 1.677111175653180e+00 -1.588583497977259e+00
1.152312475203895e+02 1.527955744675586e+00 -1.682051020062085e+00
1.153224403405228e+02 1.370466943222403e+00 -1.770978493937351e+00
1.154136331606561e+02 1.205163615872679e+00 -1.853026634964218e+00
1.155048259807894e+02 1.032787417417231e+00 -1.925666595733999e+00
1.155960188009227e+02 8.543143886904673e-01 -1.986312316887629e+00
1.156872116210561e+02 6.709526553595081e-01 -2.032490709605563e+00
1.157784044411894e+02 4.841234453185254e-01 -2.062033890579976e+00
1.158695972613227e+02 2.954244763658933e-01 -2.073268937518248e+00
1.159607900814560e+02 1.065772631059326e-01 -2.065175844228934e+00
1.160519829015893e+02 -8.063745928725802e-02 -2.037486136929064e+00
1.161431757217226e+02 -2.644498471381407e-01 -1.990703678795138e+00
1.162343685418559e+02 -4.431691939152481e-01 -1.926043592271464e+00
1.163255613619892e+02 -6.152432575205908e-01 -1.845300855114029e+00
1.164167541821225e+02 -7.793032694836484e-01 -1.750672345031447e+00
1.165079470022558e+02 -9.341917063617269e-01 -1.644561708693598e+00
1.165991398223891e+02 -1.078972558321612e+00 -1.529394780520114e+00
1.166903326425224e+02 -1.212926064507486e+00 -1.407466161388200e+00
1.167815254626557e+02 -1.335531335656127e+00 -1.280828027493766e+00
1.168727182827890e+02 -1.446440868604387e+00 -1.151223187988479e+00
1.169639111029223e+02 -1.545450814453006e+00 -1.020057720416916e+00
1.170551039230556e+02 -1.632470244724776e+00 -8.884048046708076e-01
1.171462967431889e+02 -1.707491829910696e+00 -7.570303136527669e-01
1.172374895633222e+02 -1.770565508649936e+00 -6.264314960259539e-01
1.173286823834555e+02 -1.821776011091470e+00 -4.968818392947617e-01
1.174198752035888e+02 -1.861224562629652e+00 -3.684772444207075e-01
1.175110680237221e+02 -1.889014738949538e+00 -2.411805419322935e-01
1.176022608438554e+02 -1.905242245913250e+00 -1.148629225464347e-01
1.176934536639887e+02 -1.909988322321629e+00 1.065801471411546e-02
1.177846464841220e+02 -1.903316473150564e+00 1.355831498744740e-01
1.178758393042553e+02 -1.885272302888009e+00 2.600988008933053e-01
1.179670321243886e+02 -1.855886305951671e+00 3.843447433163954e-01
1.180582249445219e+02 -1.815179561144295e+00 5.083823648047923e-01
1.181494177646552e+02 -1.763172349420122e+00 6.321623305438311e-01
1.182406105847885e+02 -1.699895748979855e+00 7.554916597068985e-01
1.183318034049218e+02 -1.625406237997890e+00 8.780008730502749e-01
1.184229962250551e+02 -1.539803231355737e+00 9.991128689531614e-01
1.185141890451884e+02 -1.443249273319561e+00 1.118016380410155e+00
1.186053818653217e+02 -1.335992289690011e+00 1.233648142039709e+00
1.186965746854550e+02 -1.218388872639534e+00 1.344689024806752e+00
1.187877675055883e+02 -1.090927058149149e+00 1.449580017310561e+00
1.188789603257216e+02 -9.542465265225810e-01 1.546563583348072e+00
1.189701531458549e+02 -8.091537211716529e-01 1.633754140584977e+00
1.190613459659882e+02 -6.566291857766233e-01 1.709237903231598e+00
1.191525387861215e+02 -4.978246191837888e-01 1.771197256762307e+00
1.192437316062548e+02 -3.340478545443558e-01 1.818048953998257e+00
1.193349244263881e+02 -1.667351976456195e-01 1.848580143969489e+00
1.194261172465214e+02 2.587824298902228e-03 1.862063304710439e+00
1.195173100666547e+02 1.723545325513519e-01 1.858332008183077e+00
1.196085028867880e+02 3.410097697820850e-01 1.837804584241588e+00
1.196996957069213e+02 5.070621501663233e-01 1.801451260092748e+00
1.197908885270546e+02 6.691309020534599e-01 1.750710089855428e+00
1.198820813471879e+02 8.259832038611337e-01 1.687365337933370e+00
1.199732741673212e+02 9.765594134139939e-01 1.613406845233020e+00
1.200644669874545e+02 1.119985337988469e+00 1.530889452052252e+00
1.201556598075878e+02 1.255572308638644e+00 1.441808331423125e+00
1.202468526277211e+02 1.382807028651393e+00 1.348000607124138e+00
1.203380454478544e+02 1.501333836711728e+00 1.251077640855515e+00
1.204292382679877e+02 1.610932181761422e+00 1.152387263962132e+00
1.205204310881210e+02 1.711491867950246e+00 1.053001742515485e+00
1.206116239082543e+02 1.802988151876701e+00 9.537255164870581e-01
1.207028167283876e+02 1.885458207429323e+00 8.551164408724955e-01
1.207940095485209e+02 1.958979925522269e+00 7.575148999736320e-01
1.208852023686542e+02 2.023653552121704e+00 6.610762967971235e-01
1.209763951887875e+02 2.079586315213110e+00 5.658036777895753e-01
1.210675880089208e+02 2.126879950121690e+00 4.715784135198196e-01
1.211587808290541e+02 2.165620888220024e+00 3.781878096358020e-01
1.212499736491874e+02 2.195872805982483e+00 2.853492426027467e-01
1.213411664693207e+02 2.217671218976227e+00 1.927309221343859e-01
1.214323592894540e+02 2.231019831140896e+00 9.996971885050000e-02
1.215235521095873e+02 2.235888400144756e+00 6.686707624068736e-03
1.216147449297206e+02 2.232211945261139e+00 -8.749879500045761e-02
1.217059377498539e+02 2.219891198913723e+00 -1.829558461989481e-01
1.217971305699872e+02 2.198794282914136e+00 -2.800282510726328e-01
1.218883233901205e+02 2.168759672796233e+00 -3.790197874075478e-01
1.219795162102538e+02 2.129600595966270e+00 -4.801773904169513e-01
1.220707090303871e+02 2.081111087974308e+00 -5.836714752818603e-01
1.221619018505204e+02 2.023074000047064e+00 -6.895727275410645e-01
1.222530946706537e+02 1.955271300388577e+00 -7.978249752418659e-01
1.223442874907870e+02 1.877497026985329e+00 -9.082142322903016e-01
1.224354803109203e+02 1.789573210312155e+00 -1.020334734120498e+00
1.225266731310536e+02 1.691368964513216e+00 -1.133553826408094e+00
1.226178659511869e+02 1.582822716372544e+00 -1.246978923773961e+00
1.227090587713202e+02 1.463967176569094e+00 -1.359431348815713e+00
1.228002515914535e+02 1.334956144537137e+00 -1.469433470377370e+00
1.228914444115868e+02 1.196091592513395e+00 -1.575216773535848e+00
1.229826372317201e+02 1.047848758168789e+00 -1.674758712234582e+00
1.230738300518534e+02 8.908963111319693e-01 -1.765854719259695e+00
1.231650228719867e+02 7.261082296501055e-01 -1.846228001126096e+00
1.232562156921201e+02 5.545640466241568e-01 -1.913673619937926e+00
1.233474085122534e+02 3.775347906438491e-01 -1.966225582553566e+00
1.234386013323867e+02 1.964533375368961e-01 -2.002327933852072e+00
1.235297941525200e+02 1.286988824393374e-02 -2.020985617099192e+00
1.236209869726533e+02 -1.716044392566415e-01 -2.021870468268617e+00
1.237121797927866e+02 -3.553608803725337e-01 -2.005363329073719e+00
1.238033726129199e+02 -5.368568609473090e-01 -1.972524078134236e+00
1.238945654330532e+02 -7.146739556475952e-01 -1.924994593168379e+00
1.239857582531865e+02 -8.875645437749173e-01 -1.864851493076853e+00
1.240769510733198e+02 -1.054483648323308e+00 -1.794432740750799e+00
1.241681438934531e+02 -1.214604740313899e+00 -1.716163372977452e+00
1.242593367135864e+02 -1.367320437218656e+00 -1.632401424833791e+00
1.243505295337197e+02 -1.512230620925956e+00 -1.545317673659558e+00
1.244417223538530e+02 -1.649121368264820e+00 -1.456814680444789e+00
1.245329151739863e+02 -1.777938259042694e+00 -1.368483754376088e+00
1.246241079941196e+02 -1.898757275403088e+00 -1.281593932342453e+00
1.247153008142529e+02 -2.011755854018669e+00 -1.197104950217976e+00
1.248064936343862e+02 -2.117185900471723e+00 -1.115695997243050e+00
1.248976864545195e+02 -2.215349867245303e+00 -1.037803080495986e+00
1.249888792746528e+02 -2.306580413312211e+00 -9.636594241009000e-01
1.250800720947861e+02 -2.391223732138499e+00 -8.933350066204089e-01
1.251712649149194e+02 -2.469626349157684e+00 -8.267728185320785e-01
1.252624577350527e+02 -2.542125024668481e+00 -7.638205800429917e-01
1.253536505551860e+02 -2.609039323260990e+00 -7.042574843959722e-01
1.254448433753193e+02 -2.670666397573092e+00 -6.478160665124233e-01
1.255360361954526e+02 -2.727277558830848e+00 -5.941996057497904e-01
1.256272290155859e+02 -2.779116251644407e+00 -5.430956194127851e-01
1.257184218357192e+02 -2.826397103822692e+00 -4.941860453600480e-01
1.258096146558525e+02 -2.869305775871460e+00 -4.471546896532599e-01
1.259008074759858e+02 -2.907999384951081e+00 -4.016924585353372e-01
1.259920002961191e+02 -2.942607322236372e+00 -3.575008228792968e-01
1.260831931162524e+02 -2.973232320126581e+00 -3.142938898636969e-01
1.261743859363857e+02 -2.999951656745101e+00 -2.717993879715243e-01
1.262655787565190e+02 -3.022818410256552e+00 -2.297588109653048e-01
1.263567715766523e+02 -3.041862695535754e+00 -1.879269155941967e-01
1.264479643967856e+02 -3.057092831530591e+00 -1.460707265337318e-01
1.265391572169189e+02 -3.068496400126716e+00 -1.039681699124618e-01
1.266303500370522e+02 -3.076041167242720e+00 -6.140643296815309e-02
1.267215428571855e+02 -3.079675844983679e+00 -1.818013112206854e-02
1.268127356773188e+02 -3.079330680617593e+00 2.591064557710118e-02
1.269039284974521e+02 -3.074917864522722e+00 7.106233753102492e-02
1.269951213175854e+02 -3.066331755666935e+00 1.174698995927891e-01
1.270863141377187e+02 -3.053448930203950e+00 1.653286814475466e-01
1.271775069578520e+02 -3.036128067010806e+00 2.148361050171150e-01
1.272686997779853e+02 -3.014209694101774e+00 2.661930151702793e-01
1.273598925981186e+02 -2.987515832564463e+00 3.196045471998299e-01
1.274510854182519e+02 -2.955849590792124e+00 3.752803122226515e-01
1.275422782383852e+02 -2.918994782241606e+00 4.334336489251019e-01
1.276334710585185e+02 -2.876715665708800e+00 4.942796263965642e-01
1.277246638786518e+02 -2.828756939169062e+00 5.580314086610184e-01
1.278158566987851e+02 -2.774844157441401e+00 6.248945093402898e-01
1.279070495189184e+02 -2.714684790807356e+00 6.950583803598275e-01
1.279982423390517e+02 -2.647970196013150e+00 7.686847026624913e-01
1.280894351591850e+02 -2.574378831241174e+00 8.458916982528676e-01
1.281806279793183e+02 -2.493581108909281e+00 9.267337911703286e-01
1.282718207994516e+02 -2.405246337480603e+00 1.011176053811251e+00
1.283630136195849e+02 -2.309052244077890e+00 1.099063144018754e+00
1.284542064397182e+02 -2.204697575693835e+00 1.190082941799546e+00
1.285453992598515e+02 -2.091918223110798e+00 1.283725912978125e+00
1.286365920799848e+02 -1.970507166305809e+00 1.379242427136724e+00
1.287277849001181e+02 -1.840338267050086e+00 1.475601853966681e+00
1.288189777202514e+02 -1.701393500604271e+00 1.571459162502272e+00
1.289101705403847e+02 -1.553792606929941e+00 1.665136680302719e+00
1.290013633605180e+02 -1.397823371006445e+00 1.754630125750251e+00
1.290925561806513e+02 -1.233969887651203e+00 1.837648257870387e+00
1.291837490007846e+02 -1.062935379947746e+00 1.911693625471077e+00
1.292749418209179e+02 -8.856556475688570e-01 1.974187243895413e+00
1.293661346410512e+02 -7.032992865465065e-01 2.022632506647649e+00
1.294573274611845e+02 -5.172516708580527e-01 2.054804247545360e+00
1.295485202813178e+02 -3.290813959325147e-01 2.068939844037148e+00
1.296397131014511e+02 -1.404902851822837e-01 2.063903643199617e+00
1.297309059215844e+02 4.674929212395107e-02 2.039296563456340e+00
1.298220987417177e+02 2.308637808651480e-01 1.995490572055965e+00
1.299132915618510e+02 4.101472057700577e-01 1.933581376741268e+00
1.300044843819843e+02 5.830221784260766e-01 1.855268297165563e+00
1.300956772021176e+02 7.480874267974094e-01 1.762683257250708e+00
1.301868700222509e+02 9.041484940729392e-01 1.658197633885570e+00
1.302780628423842e+02 1.050230905343774e+00 1.544235223205365e+00
1.303692556625175e+02 1.185577424107326e+00 1.423113264705560e+00
1.304604484826508e+02 1.309632609025175e+00 1.296924194106116e+00
1.305516413027841e+02 1.422018606183311e+00 1.167461567139533e+00
1.306428341229174e+02 1.522506080514600e+00 1.036186476189051e+00
1.307340269430507e+02 1.610983640851140e+00 9.042265888977757e-01
1.308252197631840e+02 1.687428310195498e+00 7.723984727394761e-01
1.309164125833173e+02 1.751878753147119e+00 6.412443823841768e-01
1.310076054034506e+02 1.804412236433969e+00 5.110763098673938e-01
1.310987982235839e+02 1.845125732926489e+00 3.820221114833235e-01
1.311899910437172e+02 1.874121196426516e+00 2.540704552577725e-01
1.312811838638505e+02 1.891494813566575e+00 1.271129338217518e-01
1.313723766839838e+02 1.897329945715913e+00 9.828798460345348e-04
1.314635695041171e+02 1.891693470818887e+00 -1.245087798304411e-01
1.315547623242504e+02 1.874635289060853e+00 -2.495398353220077e-01
1.316459551443837e+02 1.846190838924038e+00 -3.742442960349517e-01
1.317371479645170e+02 1.806386557868694e+00 -4.986801734734239e-01
1.318283407846504e+02 1.755248293538614e+00 -6.227969204899569e-01
1.319195336047837e+02 1.692812706694664e+00 -7.464024151701669e-01
1.320107264249170e+02 1.619141684979480e+00 -8.691301259026923e-01
1.321019192450503e+02 1.534339685415101e+00 -9.904080782488127e-01
1.321931120651836e+02 1.438573723141360e+00 -1.109432423772754e+00
1.322843048853169e+02 1.332095411045865e+00 -1.225149670420798e+00
1.323754977054502e+02 1.215264031683982e+00 -1.336252747549844e+00
1.324666905255835e+02 1.088569117701659e+00 -1.441196693081041e+00
1.325578833457168e+02 9.526504955741110e-01 -1.538239411238248e+00
1.326490761658501e+02 8.083133181989314e-01 -1.625511199935314e+00
1.327402689859834e+02 6.565354182261851e-01 -1.701113309824159e+00
1.328314618061167e+02 4.984645076115469e-01 -1.763240810736543e+00
1.329226546262500e+02 3.354034418823575e-01 -1.810319255659939e+00
1.330138474463833e+02 1.687829743615664e-01 -1.841139421296091e+00
1.331050402665166e+02 1.230166040604198e-04 -1.854971471572626e+00
1.331962330866499e+02 -1.690148815906793e-01 -1.851640676578086e+00
1.332874259067832e+02 -3.370796870330574e-01 -1.831551817052869e+00
1.333786187269165e+02 -5.025827150429635e-01 -1.795657741727074e+00
1.334698115470498e+02 -6.641442047443192e-01 -1.745377134852025e+00
1.335610043671831e+02 -8.205305617641735e-01 -1.682474824714546e+00
1.336521971873164e+02 -9.706796616018526e-01 -1.608922845263946e+00
1.337433900074497e+02 -1.113713328821312e+00 -1.526761099707488e+00
1.338345828275830e+02 -1.248937708763400e+00 -1.437973383140742e+00
1.339257756477163e+02 -1.375833451652207e+00 -1.344389163018549e+00
1.340169684678496e+02 -1.494038306140201e+00 -1.247615610972136e+00
1.341081612879829e+02 -1.603324887742054e+00 -1.148999307945411e+00
1.341993541081162e+02 -1.703576162525902e+00 -1.049613555439382e+00
1.342905469282495e+02 -1.794760722219893e+00 -9.502654497897537e-01
1.343817397483828e+02 -1.876909368917737e+00 -8.515165260982875e-01
1.344729325685161e+02 -1.950093985062626e+00 -7.537113861352296e-01
1.345641253886494e+02 -2.014409203085656e+00 -6.570098275176491e-01
1.346553182087827e+02 -2.069957036827970e+00 -5.614192315667386e-01
1.347465110289160e+02 -2.116834394887702e+00 -4.668251180914856e-01
1.348377038490493e+02 -2.155123250346914e+00 -3.730187259887228e-01
1.349288966691826e+02 -2.184883171878380e+00 -2.797211998468632e-01
1.350200894893159e+02 -2.206145907700265e+00 -1.866044735462007e-01
1.351112823094492e+02 -2.218911738805979e+00 -9.330928274946713e-02
1.352024751295825e+02 -2.223147367921251e+00 5.390457033505359e-04
1.352936679497158e+02 -2.218785176236890e+00 9.531624815294537e-02
1.353848607698491e+02 -2.205723754863895e+00 1.913853661097181e-01
1.354760535899824e+02 -2.183829698125433e+00 2.890826788544608e-01
1.355672464101157e+02 -2.152940728352516e+00 3.887024182186917e-01
1.356584392302490e+02 -2.112870303903977e+00 4.904793816483407e-01
1.357496320503823e+02 -2.063413939596632e+00 5.945686403059293e-01
1.358408248705156e+02 -2.004357535020330e+00 7.010217104524331e-01
1.359320176906489e+02 -1.935488050905644e+00 8.097588677807458e-01
1.360232105107822e+02 -1.856606881356009e+00 9.205377961330899e-01
1.361144033309155e+02 -1.767546219190914e+00 1.032919536687653e+00
1.362055961510488e+02 -1.668188576580647e+00 1.146233787036318e+00
1.362967889711821e+02 -1.558489375057740e+00 1.259546988216301e+00
1.363879817913154e+02 -1.438502133609521e+00 1.371638232677185e+00
1.364791746114487e+02 -1.308405252070540e+00 1.480989579143424e+00
1.365703674315820e+02 -1.168528731717281e+00 1.585798433804604e+00
1.366615602517153e+02 -1.019378466539013e+00 1.684019634817635e+00
1.367527530718486e+02 -8.616551085433172e-01 1.773443072497206e+00
1.368439458919819e+02 -6.962641471652901e-01 1.851808576504669e+00
1.369351387121152e+02 -5.243139607997325e-01 1.916953413062015e+00
1.370263315322485e+02 -3.470993739830659e-01 1.966979930476115e+00
1.371175243523818e+02 -1.660697390445287e-01 2.000423505012523e+00
