# r      Exact       Approx       Abserr
3.9488189 -0.11369146 -0.11369146 3.5485503e-13
3.9551181 -0.11321888 -0.11321888 3.5066394e-13
3.9614173 -0.11274776 -0.11274776 3.4663938e-13
3.9677165 -0.11227809 -0.11227809 3.4434955e-13
3.9740157 -0.11180987 -0.11180987 3.3487102e-13
3.980315 -0.11134311 -0.11134311 3.3165137e-13
3.9866142 -0.11087779 -0.11087779 3.3459346e-13
3.9929134 -0.11041394 -0.11041394 3.0112024e-13
3.9992126 -0.10995153 -0.10995153 4.1205928e-13
4.0055118 -0.10949058 -0.10949058 1.6542323e-14
4.011811 -0.10903108 -0.10903108 1.5566437e-12
4.0181102 -0.10857304 -0.10857304 4.3361842e-12
4.0244094 -0.10811645 -0.10811645 1.7643026e-11
4.0307087 -0.10766131 -0.10766131 6.4400221e-11
4.0370079 -0.10720762 -0.10720762 2.4176545e-10
4.0433071 -0.10675539 -0.10675539 9.0088276e-10
4.0496063 -0.10630461 -0.10630461 3.3635249e-09
4.0559055 -0.10585528 -0.10585527 1.2551477e-08
4.0622047 -0.10540741 -0.10540745 4.6844096e-08
4.0685039 -0.10496098 -0.1049608 1.748232e-07
4.0748031 -0.104516 -0.10451665 6.5245037e-07
4.0811024 -0.10407248 -0.10407004 2.4349766e-06
4.0874016 -0.1036304 -0.10363949 9.0874578e-06
4.0937008 -0.10318977 -0.10315585 3.3914853e-05
